
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,									*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,								*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		MVS_CountryFlag_Aruba,                                                                                 	*,      50,     25
		MVS_CountryFlag_Australia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Austria,                                                                                 	*,      50,     25
		MVS_CountryFlag_Azerbaijan,                                                                                 	*,      50,     25
		MVS_CountryFlag_Azores,                                                                                 	*,      50,     25
		MVS_CountryFlag_Bahamas,                                                                                 	*,      50,     25
		MVS_CountryFlag_Bahrain,                                                                                 	*,      50,     25
		MVS_CountryFlag_Bangladesh,                                                                                 	*,      50,     25
		MVS_CountryFlag_Barbados,                                                                                 	*,      50,     25
		MVS_CountryFlag_Belarus,                                                                                 	*,      50,     25
		MVS_CountryFlag_Belgium,                                                                                 	*,      50,     25
		MVS_CountryFlag_Belize,                                                                                 	*,      50,     25
		MVS_CountryFlag_Benin,                                                                                 	*,      50,     25
		MVS_CountryFlag_Bermuda,                                                                                 	*,      50,     25
		MVS_CountryFlag_Bhutan,                                                                                 	*,      50,     25
		MVS_CountryFlag_Bolivia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Bosnia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Botswana,                                                                                 	*,      50,     25
		MVS_CountryFlag_Brazil,                                                                                 	*,      50,     25
		MVS_CountryFlag_BritishVirginIslands,                                                                                 	*,      50,     25
		MVS_CountryFlag_BruneiDarussalam,                                                                                 	*,      50,     25
		MVS_CountryFlag_Bulgaria,                                                                                 	*,      50,     25
		MVS_CountryFlag_BurkinaFaso,                                                                                 	*,      50,     25
		MVS_CountryFlag_Burma,                                                                                 	*,      50,     25
		MVS_CountryFlag_Burundi,                                                                                 	*,      50,     25
		MVS_CountryFlag_Cambodia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Cameroon,                                                                                 	*,      50,     25
				MVS_CountryFlag_Canada,                                                                                 	*,      50,     25
		MVS_CountryFlag_CapeVerde,                                                                                 	*,      50,     25
		MVS_CountryFlag_CaymanIslands,                                                                                 	*,      50,     25
		MVS_CountryFlag_Chad,                                                                                 	*,      50,     25
		MVS_CountryFlag_Chile,                                                                                 	*,      50,     25
		MVS_CountryFlag_China,                                                                                 	*,      50,     25
		MVS_CountryFlag_Colombia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Comoros,                                                                                 	*,      50,     25
		MVS_CountryFlag_CookIslands,                                                                                 	*,      50,     25
		MVS_CountryFlag_CostaRica,                                                                                 	*,      50,     25
		MVS_CountryFlag_Croatia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Cuba,                                                                                 	*,      50,     25
		MVS_CountryFlag_Curacao,                                                                                 	*,      50,     25
		MVS_CountryFlag_Cyprus,                                                                                 	*,      50,     25
		MVS_CountryFlag_Czech,                                                                                 	*,      50,     25
		MVS_CountryFlag_Denmark,                                                                                 	*,      50,     25
		MVS_CountryFlag_Djibouti,                                                                                 	*,      50,     25
		MVS_CountryFlag_DominicanRepublic,                                                                                 	*,      50,     25
		MVS_CountryFlag_EastTimor,                                                                                 	*,      50,     25
		MVS_CountryFlag_Ecuador,                                                                                 	*,      50,     25
		MVS_CountryFlag_Egypt,                                                                                 	*,      50,     25
		MVS_CountryFlag_ElSalvador,                                                                                 	*,      50,     25
		MVS_CountryFlag_Eritrea,                                                                                 	*,      50,     25
		MVS_CountryFlag_Estonia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Ethiopia,                                                                                 	*,      50,     25
		MVS_CountryFlag_FalklandIslands,                                                                                 	*,      50,     25
		MVS_CountryFlag_Fiji,                                                                                 	*,      50,     25
		MVS_CountryFlag_Finland,                                                                                 	*,      50,     25
		MVS_CountryFlag_France,                                                                                 	*,      50,     25
		MVS_CountryFlag_Gabon,                                                                                 	*,      50,     25
		MVS_CountryFlag_Gambia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Germany,                                                                                 	*,      50,     25
		MVS_CountryFlag_Ghana,                                                                                 	*,      50,     25
		MVS_CountryFlag_Gibraltar,                                                                                 	*,      50,     25
		MVS_CountryFlag_Greece,                                                                                 	*,      50,     25
		MVS_CountryFlag_Greenland,                                                                                 	*,      50,     25
				MVS_CountryFlag_Grenada,                                                                                 	*,      50,     25
		MVS_CountryFlag_Guam,                                                                                 	*,      50,     25
		MVS_CountryFlag_Guatemala,                                                                                 	*,      50,     25
		MVS_CountryFlag_Guinea,                                                                                 	*,      50,     25
		MVS_CountryFlag_Guyana,                                                                                 	*,      50,     25
		MVS_CountryFlag_GypsyRomani,                                                                                 	*,      50,     25
		MVS_CountryFlag_Haiti,                                                                                 	*,      50,     25
		MVS_CountryFlag_Honduras,                                                                                 	*,      50,     25
		MVS_CountryFlag_Hungary,                                                                                 	*,      50,     25
		MVS_CountryFlag_Iceland,                                                                                 	*,      50,     25
		MVS_CountryFlag_India,                                                                                 	*,      50,     25
		MVS_CountryFlag_Indonesia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Iran,                                                                                 	*,      50,     25
		MVS_CountryFlag_Iraq,                                                                                 	*,      50,     25
		MVS_CountryFlag_Ireland,                                                                                 	*,      50,     25
		MVS_CountryFlag_Israel,                                                                                 	*,      50,     25
		MVS_CountryFlag_Italy,                                                                                 	*,      50,     25
		MVS_CountryFlag_Jamaica,                                                                                 	*,      50,     25
		MVS_CountryFlag_Japan,                                                                                 	*,      50,     25
		MVS_CountryFlag_Jordan,                                                                                 	*,      50,     25
		MVS_CountryFlag_Kazakhstan,                                                                                 	*,      50,     25
		MVS_CountryFlag_Kenya,                                                                                 	*,      50,     25
		MVS_CountryFlag_Kiribati,                                                                                 	*,      50,     25
		MVS_CountryFlag_Kosovo,                                                                                 	*,      50,     25
		MVS_CountryFlag_Kuwait,                                                                                 	*,      50,     25
		MVS_CountryFlag_Kyrgyzstan,                                                                                 	*,      50,     25
		MVS_CountryFlag_Laos,                                                                                 	*,      50,     25
		MVS_CountryFlag_Latvia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Lebanon,                                                                                 	*,      50,     25
		MVS_CountryFlag_Lesotho,                                                                                 	*,      50,     25
		MVS_CountryFlag_Liberia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Libya,                                                                                 	*,      50,     25
		MVS_CountryFlag_Lithuania,                                                                                 	*,      50,     25
		MVS_CountryFlag_Macau,                                                                                 	*,      50,     25
		MVS_CountryFlag_Macedonia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Madagascar,                                                                                 	*,      50,     25
				MVS_CountryFlag_Malawi,                                                                                 	*,      50,     25
		MVS_CountryFlag_Malaysia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Maldives,                                                                                 	*,      50,     25
		MVS_CountryFlag_Mali,                                                                                 	*,      50,     25
		MVS_CountryFlag_Malta,                                                                                 	*,      50,     25
		MVS_CountryFlag_MarshallIslands,                                                                                 	*,      50,     25
		MVS_CountryFlag_Mauritius,                                                                                 	*,      50,     25
		MVS_CountryFlag_Mexico,                                                                                 	*,      50,     25
		MVS_CountryFlag_Micronesia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Moldova,                                                                                 	*,      50,     25
		MVS_CountryFlag_Monaco,                                                                                 	*,      50,     25
		MVS_CountryFlag_Mongolia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Montenegro,                                                                                 	*,      50,     25
		MVS_CountryFlag_Morocco,                                                                                 	*,      50,     25
		MVS_CountryFlag_Mozambique,                                                                                 	*,      50,     25
		MVS_CountryFlag_Namibia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Nauru,                                                                                 	*,      50,     25
		MVS_CountryFlag_Netherlands,                                                                                 	*,      50,     25
		MVS_CountryFlag_NewZealand,                                                                                 	*,      50,     25
		MVS_CountryFlag_Nicaragua,                                                                                 	*,      50,     25
		MVS_CountryFlag_Niger,                                                                                 	*,      50,     25
		MVS_CountryFlag_Nigeria,                                                                                 	*,      50,     25
		MVS_CountryFlag_NorthernIreland,                                                                                 	*,      50,     25
		MVS_CountryFlag_Norway,                                                                                 	*,      50,     25
		MVS_CountryFlag_Oman,                                                                                 	*,      50,     25
		MVS_CountryFlag_Pakistan,                                                                                 	*,      50,     25
		MVS_CountryFlag_Palau,                                                                                 	*,      50,     25
		MVS_CountryFlag_Palestine,                                                                                 	*,      50,     25
		MVS_CountryFlag_Panama,                                                                                 	*,      50,     25
		MVS_CountryFlag_PapuaNewGuinea,                                                                                 	*,      50,     25
		MVS_CountryFlag_Paraguay,                                                                                 	*,      50,     25
		MVS_CountryFlag_Peru,                                                                                 	*,      50,     25
		MVS_CountryFlag_Philippines,                                                                                 	*,      50,     25
		MVS_CountryFlag_Poland,                                                                                 	*,      50,     25
		MVS_CountryFlag_Portugal,                                                                                 	*,      50,     25
		MVS_CountryFlag_PuertoRico,                                                                                 	*,      50,     25
				MVS_CountryFlag_Qatar,                                                                                 	*,      50,     25
		MVS_CountryFlag_Romania,                                                                                 	*,      50,     25
		MVS_CountryFlag_Russia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Rwanda,                                                                                 	*,      50,     25
		MVS_CountryFlag_Samoa,                                                                                 	*,      50,     25
		MVS_CountryFlag_SanMarino,                                                                                 	*,      50,     25
		MVS_CountryFlag_SaudiArabia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Scotland,                                                                                 	*,      50,     25
		MVS_CountryFlag_Senegal,                                                                                 	*,      50,     25
		MVS_CountryFlag_Serbia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Seychelles,                                                                                 	*,      50,     25
		MVS_CountryFlag_Sicily,                                                                                 	*,      50,     25
		MVS_CountryFlag_SierraLeone,                                                                                 	*,      50,     25
		MVS_CountryFlag_Singapore,                                                                                 	*,      50,     25
		MVS_CountryFlag_Slovakia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Slovenia,                                                                                 	*,      50,     25
		MVS_CountryFlag_SolomonIslands,                                                                                 	*,      50,     25
		MVS_CountryFlag_Somalia,                                                                                 	*,      50,     25
		MVS_CountryFlag_SouthAfrica,                                                                                 	*,      50,     25
		MVS_CountryFlag_SouthKorea,                                                                                 	*,      50,     25
		MVS_CountryFlag_SouthVietnam,                                                                                 	*,      50,     25
		MVS_CountryFlag_Spain,                                                                                 	*,      50,     25
		MVS_CountryFlag_SriLanka,                                                                                 	*,      50,     25
		MVS_CountryFlag_StLucia,                                                                                 	*,      50,     25
		MVS_CountryFlag_StMaarten,                                                                                 	*,      50,     25
		MVS_CountryFlag_Sudan,                                                                                 	*,      50,     25
		MVS_CountryFlag_Suriname,                                                                                 	*,      50,     25
		MVS_CountryFlag_Swaziland,                                                                                 	*,      50,     25
		MVS_CountryFlag_Sweden,                                                                                 	*,      50,     25
		MVS_CountryFlag_Switzerland,                                                                                 	*,      50,     25
		MVS_CountryFlag_Syria,                                                                                 	*,      50,     25
		MVS_CountryFlag_Taiwan,                                                                                 	*,      50,     25
		MVS_CountryFlag_Tajikistan,                                                                                 	*,      50,     25
		MVS_CountryFlag_Tanzania,                                                                                 	*,      50,     25
		MVS_CountryFlag_Thailand,                                                                                 	*,      50,     25
		MVS_CountryFlag_Tibet,                                                                                 	*,      50,     25
				MVS_CountryFlag_Togo,                                                                                 	*,      50,     25
		MVS_CountryFlag_Tonga,                                                                                 	*,      50,     25
		MVS_CountryFlag_Trinidad,                                                                                 	*,      50,     25
		MVS_CountryFlag_Tunisia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Turkey,                                                                                 	*,      50,     25
		MVS_CountryFlag_Turkmenistan,                                                                                 	*,      50,     25
		MVS_CountryFlag_TurksCaicos,                                                                                 	*,      50,     25
		MVS_CountryFlag_Tuvalu,                                                                                 	*,      50,     25
		MVS_CountryFlag_UAE,                                                                                 	*,      50,     25
		MVS_CountryFlag_Uganda,                                                                                 	*,      50,     25
		MVS_CountryFlag_Ukraine,                                                                                 	*,      50,     25
		MVS_CountryFlag_UnitedKingdom,                                                                                 	*,      50,     25
		MVS_CountryFlag_UnitedNations,                                                                                 	*,      50,     25
		MVS_CountryFlag_UnitedStates,                                                                                 	*,      50,     25
		MVS_CountryFlag_Uruguay,                                                                                 	*,      50,     25
		MVS_CountryFlag_USSR,                                                                                 	*,      50,     25
		MVS_CountryFlag_Uzbekistan,                                                                                 	*,      50,     25
		MVS_CountryFlag_Vanuatu,                                                                                 	*,      50,     25
		MVS_CountryFlag_Venezuela,                                                                                 	*,      50,     25
		MVS_CountryFlag_Vietnam,                                                                                 	*,      50,     25
		MVS_CountryFlag_Wales,                                                                                 	*,      50,     25
		MVS_CountryFlag_Yemen,                                                                                 	*,      50,     25
		MVS_CountryFlag_Yugoslavia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Zambia,                                                                                 	*,      50,     25
		MVS_CountryFlag_Zimbabwe,                                                                                 	*,      50,     25


	//<Category> Handmade
		//LeatherGloves_Beige,	*,		0,		0
		//LeatherGloves_Black,	*,		0,		0
		//LeatherGloves_Brown,	*,		0,		0
		//LeatherGloves_Natural,*,		0,		0
		//LeatherHat_Beige,		*,		0,		0
		//LeatherHat_Black,		*,		0,		0
		//LeatherHat_Brown,		*,		0,		0
		//LeatherHat_Natural,	*,		0,		0
		//LeatherShirt_Natural,	*,		0,		0
		//LeatherStorageVest_Beige,*,	0,		0
		//LeatherStorageVest_Black,*,	0,		0
		//LeatherStorageVest_Brown,*,	0,		0
		//LeatherStorageVest_Natural,*,	0,		0
		//LeatherJacket_Beige,	*,		0,		0
		//LeatherJacket_Black,	*,		0,		0
		//LeatherJacket_Brown,	*,		0,		0
		//LeatherJacket_Natural,*,		0,		0
		//LeatherPants_Beige,	*,		0,		0
		//LeatherPants_Black,	*,		0,		0
		//LeatherPants_Brown,	*,		0,		0
		//LeatherPants_Natural,	*,		0,		0
		//LeatherShoes_Beige,	*,		0,		0
		//LeatherShoes_Black,	*,		0,		0
		//LeatherShoes_Brown,	*,		0,		0
		//LeatherShoes_Natural,	*,		0,		0
		//CourierBag,			*,		0,		0
		//FurCourierBag,		*,		0,		0
		//FurImprovisedBag,		*,		0,		0
		//ImprovisedBag,		*,		0,		0
		//LeatherSack_Beige,	*,		0,		0
		//LeatherSack_Black,	*,		0,		0
		//LeatherSack_Brown,	*,		0,		0
		//LeatherSack_Natural,	*,		0,		0

		<Category> Much Decos
			MD_GraveShovel,		                    				*,		600,		60
			MD_Crafting_Book,										*,		4000,		400
			MD_Box_C,												*,		4000,		400
			MD_TrashCan,											*,		15000,		400
			MD_GreenTrashCan,										*,		15000,		400
			MD_Small_WoodBox,		                    			*,		1600,		400
			MD_Large_WoodBox,		                    			*,		1600,		400
			MD_Flat_WoodBox,		                    			*,		1600,		400
			MD_Bucket,		                    					*,		600,		60
			MD_DeskGlobe,		                    				*,		600,		60
			MD_TV,		                    						*,		600,		60
			MD_OldRadio,		                    				*,		600,		60
			MD_Radio,		                    					*,		600,		60
			MD_Scale,		                    					*,		600,		60
			MD_Cashier,		                    					*,		600,		60
			MD_Clock,		                    					*,		600,		60
			MD_ClothBag,		                    				*,		600,		60
			MD_Canister,		                    				*,		600,		60
			MD_Padlock,		                    					*,		2000,		60
			MD_WhiteFridge,		                    				*,		1600,		400
			MD_DoubleFridge,		                    			*,		1600,		400
			MD_DarkWoodenCrate,		                    			*,		1600,		400
			MD_Power_Transformer_Kit,		                    	*,		10000,		500
			MD_Sink_Kit,		                    				*,		30000,		300
			MD_PostBox_Kit,		                    				*,		600,		60
			MD_PostBoxWall_Kit,		                    			*,		600,		60
			MD_BlueBench_Kit,		                    			*,		600,		60
			MD_Sunshade_Kit,		                    			*,		600,		60
			MD_BrownWardrobe_Kit,		                    		*,		1600,		400
			MD_GreenWardrobe_Kit,		                    		*,		1600,		400
			MD_Bed_Double_Kit,		                    			*,		600,		60
			MD_Bed_Folding_Kit,		                    			*,		600,		60
			MD_Bed_Wood_Kit,		                    			*,		600,		60
		<Category> Much Decos Fences
			MD_Fence_PipeFenceLarge_Kit,		                    *,		1000,		100
			MD_Fence_PipeRailing_Kit,		                    	*,		500,		50
			MD_Fence_PipeFenceSmall_Kit,		                    *,		500,		50
			MD_Fence_WoodPole_Kit,		                    		*,		500,		50
			MD_Fence_End_WoodPole_Kit,		                    	*,		250,		25
			MD_Fence_Vineyard_Kit,		                    		*,		500,		50
			MD_Fence_Forest_Kit,		                    		*,		500,		50
			MD_Fence_End_Forest_Kit,		                    	*,		250,		25
			MD_Fence_WoodGrid_Kit,		                    		*,		500,		50
			MD_Fence_End_WoodGrid_Kit,		                    	*,		250,		25
			MD_Fence_MetalGrid_Kit,		                    		*,		500,		50
			MD_Fence_End_MetalGrid_Kit,		                    	*,		250,		25
			MD_Fence_Field_Kit,		                    			*,		500,		50
			MD_Fence_End_Field_Kit,		                    		*,		250,		25
		<Category> Much Decos Gates
			MD_Fence_Gate_Forest_Kit,		                    	*,		500,		50
			MD_Gate_TallSliding_Kit,		                    	*,		500,		50
			MD_Gate_ShortSliding_Kit,								*,		500,		50
			MD_Double_Gate_MetalFence1_Kit,		                    *,		500,		50
			MD_Double_Gate_MetalFence2_Kit,		                    *,		500,		50
			MD_Double_Gate_TinFence1_Kit,		                    *,		500,		50
			MD_Double_Gate_TinFence2_Kit,		                    *,		500,		50
		<Category> Much Decos Buildings
			MD_NewsStand1_Kit,										*,		30000,		300
			MD_NewsStand2_Kit,										*,		30000,		300
			MD_FastFoodStand_Kit,									*,		30000,		300
			MD_GroceryStand_Kit,									*,		30000,		300
			MD_CampHouse_White_Kit,									*,		30000,		300
			MD_CampHouse_Brown_Kit,									*,		30000,		300
			MD_CampHouse_Red_Kit,									*,		30000,		300
			MD_Caravan_WGreen_Kit,									*,		30000,		300
			MD_Caravan_WBrown_Kit,									*,		30000,		300
			MD_Caravan_MRust_Kit,									*,		30000,		300
			MD_Polytunnel_Kit,										*,		30000,		300
			MD_Greenhouse_Kit,										*,		30000,		300
			MD_Shed_M1_Kit,											*,		30000,		300
			MD_Shed_M3_Kit,											*,		30000,		300
			MD_Shed_M4_Kit,											*,		30000,		300
			MD_Shed_W1_Kit,											*,		30000,		300
			MD_Shed_W2_Kit,											*,		30000,		300
			MD_Shed_W3_Kit,											*,		30000,		300
			MD_Shed_W4_Kit,											*,		30000,		300
			MD_Shed_W5_Kit,											*,		30000,		300
			MD_Medical_Tent_Large_Kit,		                    	*,		10000,		500
		<Category> Much Decos Tables
			MD_StudentDesk_Kit,		                    			*,		600,		60
			MD_TeacherDesk_Kit,		                    			*,		600,		60
			MD_LabDesk_Kit,		                    				*,		600,		60
			MD_CampTable_Small_Kit,		                    		*,		600,		60
			MD_CampTable_Long_Kit,		                    		*,		600,		60
			MD_TableDrawer_Kit,		                    			*,		600,		60
			MD_OfficeTable_Kit,		                    			*,		600,		60
			MD_ConferenceTable_Kit,		                    		*,		600,		60
			MD_OfficeDesk_Kit,		                    			*,		600,		60
			MD_KitchenCheckeredTable_Kit,		                    *,		600,		60
			MD_KitchenTable_Kit,		                    		*,		600,		60
			MD_MarketTable_Kit,		                    			*,		600,		60
		<Category> Much Decos Chairs
			MD_OfficeChair_Kit,		                    			*,		600,		60
			MD_StudentChair_Kit,		                    		*,		600,		60
			MD_RedChair_Kit,		                    			*,		600,		60
			MD_LobbyChair_Kit,		                    			*,		600,		60
			MD_TentChair_Kit,		                    			*,		600,		60
			MD_WoodenChair_Kit,		                    			*,		600,		60
			MD_PaddedWoodenChair_Kit,		                    	*,		600,		60
			MD_KitchenChair_Kit,		                    		*,		600,		60
		<Category> Much Decos Shelter
			MD_CamonetShelter_Kit,		                    		*,		600,		60
			MD_CamonetShelter_BE_Kit,		                    	*,		600,		60
			MD_CamonetShelter_BN_Kit,		                    	*,		600,		60
			MD_CamonetShelter_RE_Kit,		                    	*,		600,		60
			MD_CamonetShelter_RN_Kit,		                    	*,		600,		60
			MD_CamonetShelter_SE_Kit,		                    	*,		600,		60
			MD_CamonetShelter_SN_Kit,		                    	*,		600,		60
			MD_SlumShelter_LightBlue_Kit,		                    *,		600,		60
			MD_SlumShelter_DarkBlue_Kit,		                    *,		600,		60
			MD_SlumShelter_ThinBlue_Kit,		                    *,		600,		60
			MD_SlumShelter_SmallMetal_Kit,		                    *,		600,		60
			MD_SlumShelter_LargeMetal_Kit,		                    *,		600,		60



<Trader> Vehicles Trader
	<Category> Vehicles
		OffroadHatchback,		V,		14000,	8000	// Use VNK instead of V as Quantity to not give a Vehicle Key when bought.
		OffroadHatchback_Blue,	V,		14000,	8000
		OffroadHatchback_White,	V,		14000,	8000
		Hatchback_02,			V,		16000,	9600
		Hatchback_02_Blue,		V,		16000,	9600
		Hatchback_02_Black,		V,		16000,	9600
		Sedan_02,				V,		18000,	10200
		Sedan_02_Red,			V,		18000,	10200
		Sedan_02_Grey,			V,		18000,	10200
		CivilianSedan,			V,		20000,	11000
		CivilianSedan_Wine,		V,		20000,	11000
		CivilianSedan_Black,	V,		20000,	11000
		Truck_01_Covered,		V,		50000,	30000
        Truck_01_Covered_Blue,	V,		50000,	30000
        Truck_01_Covered_Orange,V,		50000,	30000

	<Category> Vehicle Parts
		HeadlightH7_Box,		*,		30,		15
		SparkPlug,				*,		60,		40
		EngineOil,				*,		70,		40
		CarBattery,				*,		100,	50
		TruckBattery,			*,		180,	100
		CarRadiator,			*,		200,	100
		TireRepairKit,			*,		220,	100
		HatchbackHood,						*,		300,	100
		HatchbackHood_Blue,					*,		300,	100
		HatchbackHood_White,				*,		300,	100
		HatchbackHood_GreenRust,			*,		300,	100
		HatchbackHood_BlueRust,				*,		300,	100
		HatchbackHood_WhiteRust,			*,		300,	100
		HatchbackTrunk,						*,		380,	130
		HatchbackTrunk_Blue,				*,		380,	130
		HatchbackTrunk_White,				*,		380,	130
		HatchbackTrunk_GreenRust,			*,		380,	130
		HatchbackTrunk_BlueRust,			*,		380,	130
		HatchbackTrunk_WhiteRust,			*,		380,	130
		HatchbackDoors_Driver,				*,		450,	160
		HatchbackDoors_Driver_Blue,			*,		450,	160
		HatchbackDoors_Driver_White,		*,		450,	160
		HatchbackDoors_Driver_GreenRust,	*,		450,	160
		HatchbackDoors_Driver_BlueRust,		*,		450,	160
		HatchbackDoors_Driver_WhiteRust,	*,		450,	160
		HatchbackDoors_CoDriver,			*,		450,	160
		HatchbackDoors_CoDriver_Blue,		*,		450,	160
		HatchbackDoors_CoDriver_White,		*,		450,	160
		HatchbackDoors_CoDriver_GreenRust,	*,		450,	160
		HatchbackDoors_CoDriver_BlueRust,	*,		450,	160
		HatchbackDoors_CoDriver_WhiteRust,	*,		450,	160
		HatchbackWheel,						*,		500,	100
		Hatchback_02_Hood,				*,		300,	100
		Hatchback_02_Hood_Black,		*,		300,	100
		Hatchback_02_Hood_Blue,			*,		300,	100
		Hatchback_02_Hood_RedRust,		*,		300,	100
		Hatchback_02_Hood_BlackRust,	*,		300,	100
		Hatchback_02_Hood_BlueRust,		*,		300,	100
		Hatchback_02_Trunk,				*,		380,	130
		Hatchback_02_Trunk_Black,		*,		380,	130
		Hatchback_02_Trunk_Blue,		*,		380,	130
		Hatchback_02_Trunk_RedRust,		*,		380,	130
		Hatchback_02_Trunk_BlackRust,	*,		380,	130
		Hatchback_02_Trunk_BlueRust,	*,		380,	130
		Hatchback_02_Door_1_1,			*,		450,	160
		Hatchback_02_Door_1_1_Black,	*,		450,	160
		Hatchback_02_Door_1_1_Blue,		*,		450,	160
		Hatchback_02_Door_1_1_RedRust,	*,		450,	160
		Hatchback_02_Door_1_1_BlackRust,*,		450,	160
		Hatchback_02_Door_1_1_BlueRust,	*,		450,	160
		Hatchback_02_Door_1_2,			*,		450,	160
		Hatchback_02_Door_1_2_Black,	*,		450,	160
		Hatchback_02_Door_1_2_Blue,		*,		450,	160
		Hatchback_02_Door_1_2_RedRust,	*,		450,	160
		Hatchback_02_Door_1_2_BlackRust,*,		450,	160
		Hatchback_02_Door_1_2_BlueRust,	*,		450,	160
		Hatchback_02_Door_2_1,			*,		450,	160
		Hatchback_02_Door_2_1_Black,	*,		450,	160
		Hatchback_02_Door_2_1_Blue,		*,		450,	160
		Hatchback_02_Door_2_1_RedRust,	*,		450,	160
		Hatchback_02_Door_2_1_BlackRust,*,		450,	160
		Hatchback_02_Door_2_1_BlueRust,	*,		450,	160
		Hatchback_02_Door_2_2,			*,		450,	160
		Hatchback_02_Door_2_2_Black,	*,		450,	160
		Hatchback_02_Door_2_2_Blue,		*,		450,	160
		Hatchback_02_Door_2_2_RedRust,	*,		450,	160
		Hatchback_02_Door_2_2_BlackRust,*,		450,	160
		Hatchback_02_Door_2_2_BlueRust,	*,		450,	160
		Hatchback_02_Wheel,				*,		500,	100
		Sedan_02_Hood,					*,		300,	100
		Sedan_02_Hood_Red,				*,		300,	100
		Sedan_02_Hood_Grey,				*,		300,	100
		Sedan_02_Hood_YellowRust,		*,		300,	100
		Sedan_02_Hood_RedRust,			*,		300,	100
		Sedan_02_Hood_GreyRust,			*,		300,	100
		Sedan_02_Trunk,					*,		450,	150
		Sedan_02_Trunk_Red,				*,		450,	150
		Sedan_02_Trunk_Grey,			*,		450,	150
		Sedan_02_Trunk_YellowRust,		*,		450,	150
		Sedan_02_Trunk_RedRust,			*,		450,	150
		Sedan_02_Trunk_GreyRust,		*,		450,	150
		Sedan_02_Door_1_1,				*,		450,	160
		Sedan_02_Door_1_1_Red,			*,		450,	160
		Sedan_02_Door_1_1_Grey,			*,		450,	160
		Sedan_02_Door_1_1_YellowRust,	*,		450,	160
		Sedan_02_Door_1_1_RedRust,		*,		450,	160
		Sedan_02_Door_1_1_GreyRust,		*,		450,	160
		Sedan_02_Door_1_2,				*,		450,	160
		Sedan_02_Door_1_2_Red,			*,		450,	160
		Sedan_02_Door_1_2_Grey,			*,		450,	160
		Sedan_02_Door_1_2_YellowRust,	*,		450,	160
		Sedan_02_Door_1_2_RedRust,		*,		450,	160
		Sedan_02_Door_1_2_GreyRust,		*,		450,	160
		Sedan_02_Door_2_1,				*,		450,	160
		Sedan_02_Door_2_1_Red,			*,		450,	160
		Sedan_02_Door_2_1_Grey,			*,		450,	160
		Sedan_02_Door_2_1_YellowRust,	*,		450,	160
		Sedan_02_Door_2_1_RedRust,		*,		450,	160
		Sedan_02_Door_2_1_GreyRust,		*,		450,	160
		Sedan_02_Door_2_2,				*,		450,	160
		Sedan_02_Door_2_2_Red,			*,		450,	160
		Sedan_02_Door_2_2_Grey,			*,		450,	160
		Sedan_02_Door_2_2_YellowRust,	*,		450,	160
		Sedan_02_Door_2_2_RedRust,		*,		450,	160
		Sedan_02_Door_2_2_GreyRust,		*,		450,	160
		Sedan_02_Wheel,					*,		500,	100
		CivSedanHood,						*,		400,	140
		CivSedanHood_Wine,					*,		400,	140
